InvoiceNo,ItemNo,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,ProjectCode
SO2005113,I2D0020005,DISTRIBUTOR     WA 1802,5,01/06/2020,2000,CUSN002,PB200649
SO2005123,I2L0010015,END LINER    3A7520A0054,6,01/06/2020,8415,CUSN002,PB200654
SO2005124,I2L0010016,TOP LINER     3A7520A0055A,4,01/06/2020,6120,CUSN002,PB200654
SO2005127,I1S0110013,STEEL SHOT       S-330(SB-10),300,01/06/2020,32,CUSS152,SS200165
SO2005127,I1G0050014,STEEL GRIT         G-80(GH),100,01/06/2020,32,CUSS152,SS200165
SO2005133,I2A0010001,ALUMINUM BALL      K1-B4(20KGS/PACK),60,01/06/2020,375,CUSN003,SS200166
SO2006001,I1C0160001,CALCIUM CARBONATE (25KGS/BAG),100,01/06/2020,18,CUSA042,PC200658
SO2003008,I1C0160001,CALCIUM CARBONATE (25 KGS/BAG),500,02/06/2020,18,CUSH016,PC200309
SO2005091,I1A0040004,WHITE ARUNDUM    WA#180,200,02/06/2020,150,CUSC001,SS200163
SO2005098,I2M0010002,MANOMETER             DIS P723(+/-150MM),1,02/06/2020,2300,CUST007,PB200635
SO2002271,I2P0030045,PACKING             AB-B C3145,2,04/06/2020,9300,CUSE008,PB200294
SO2002273,I2N0010031,NOZZLE HOLDER                 AB-B A2191,2,04/06/2020,9900,CUSE008,PB200294
SO2002278,I2A0010002,ALUMINA BALL             V-6 (20KGS/PACK),120,04/06/2020,500,CUSS004,SS200078
SO2003028,I200004128,FRAME              1C5030A2188,1,04/06/2020,306000,CUSS025,PA200323
SO2003028,I200004129,FRAME              1C5030A2189,1,04/06/2020,280000,CUSS025,PA200323
SO2003028,I200000379,LINER                1C6300A2501,4,04/06/2020,9200,CUSS025,PA200323
SO2003028,I200000766,SPACER             1C6320A2155,4,04/06/2020,1100,CUSS025,PA200323
SO2003028,I200004130,SPACER             1C6320A2241,2,04/06/2020,1200,CUSS025,PA200323
SO2003028,I200004131,SPACER             1C6320A2390,8,04/06/2020,2200,CUSS025,PA200323
SO2003028,I200004133,LINER                1C6300A3000,2,04/06/2020,8100,CUSS025,PA200323
SO2003028,I200004132,SPACER             1C6320A2569,2,04/06/2020,2700,CUSS025,PA200323
SO2003028,I200004134,HEX SOCKET HEAD BOLT   9*B16C10X045(M10X45),8,04/06/2020,20,CUSS025,PA200323
SO2003028,I2B0020142,HEX SOCKET HEAD BOLT   9*B16C10X025(M10X25),8,04/06/2020,15,CUSS025,PA200323
SO2003073,I2L0010140,LINER                      3B7520B2272,2,04/06/2020,3700,CUST007,PB200344
SO2003145,I2A0050010,AXIS                           1C3380A2003,1,04/06/2020,22100,CUSS025,PA200386
SO2003145,I2H0060014,HOLDER                     1C4360A2011,1,04/06/2020,9000,CUSS025,PA200386
SO1906173,I2V0010047,PROPORTIONAL VALVE 4WRZ25W270-A0/6A24NETZ4/D2M-956,1,05/06/2020,131000,CUSA004,PA190948
SO1906174,I2V0010036,PROPORTIONAL VALVE,1,05/06/2020,157000,CUSA004,PA190948
SO1910189,I2V0010015,PROPORTIONAL VALVE,1,05/06/2020,72645,CUST024,PA191697
SO1911100,I2V0010084,PROPORTIONAL VALVE   DBETE-6X/315G24K31A1V,2,05/06/2020,39900,CUSI003,PA191831
SO1912074,I200004114,HYDRAULIC   CYLINDER,1,05/06/2020,117000,CUST054,PA191972
SO2001095,I2C0220018,LIQUID COMPOUND PANACLEAN L-2,828,05/06/2020,142,CUSD012,SS200017
SO2001095,I2C0220018,LIQUID COMPOUND PANACLEAN L-2,828,05/06/2020,142,CUSD012,SS200017
SO2001099,I2M0020038,MEDIA       VG-T10X10,1000,05/06/2020,80,CUSD012,SS200018
SO2001099,I2M0020038,MEDIA       VG-T10X10,1000,05/06/2020,80,CUSD012,SS200018
SO2002066,I2C0080031,AIR CYLINDER   MS60 B0036,1,05/06/2020,59850,CUST024,PA200170
SO2002067,I2C0080031,AIR CYLINDER   MS60 B0036,1,05/06/2020,59850,CUST024,PA200170
SO2002086,I200000251,OIL COOLER            LC-10145-F3-S-10,1,05/06/2020,239200,CUSI003,PA200186
SO2002104,I100001904,SURFACE ACTIVE AGENT BINDER    KKZ01-TH,550,05/06/2020,161,CUSS006,SA200053
SO2002110,I2W0020033,WEARING      CP4-97092-1 (CB3-38680),1,05/06/2020,25100,CUSM001,PA200198
SO2002110,I2W0020034,WEARING      B850703-1120-A-TLG(CB3-38680),2,05/06/2020,6800,CUSM001,PA200198
SO2002116,I200004673,BUTTERFLY VALVE      12-100A-10K(DC240),1,05/06/2020,80000,CUSS006,PA200203
SO2002117,I2R0020076,ROD                       PS92025 0011,1,05/06/2020,103000,CUSS006,PA200204
SO2002128,I2C0080020,AIR CYLINDER       XCAH-FA-100N-40-HL24575,1,05/06/2020,34800,CUSA004,PA200213
SO2002225,I200004611,GEAR  STA E4083,1,05/06/2020,27800,CUSE006,PB200266
SO2002225,I200004761,GEAR  STA E4084,1,05/06/2020,144100,CUSE006,PB200266
SO2002258,I2F0010020,FILTER BAG   U-6x19TF60-SK-S-E1,12,05/06/2020,1200,CUSA013,PB200283
SO2002261,I200004822,BUSH                   CY 2547,4,05/06/2020,38500,CUSS006,PA200286
SO2002288,I200002245,SCREEN                     OCA A0721,1,05/06/2020,55000,CUSJ006,PB200302
SO2002288,I200004737,PROFILE                    VF A1399,1,05/06/2020,4100,CUSJ006,PB200302
SO2002288,I2R0040099,RUBBER PACKING      OC A7094,4,05/06/2020,120,CUSJ006,PB200302
SO2002288,I200004738,FILTER CLOTH           SP-4(#5030),1,05/06/2020,5400,CUSJ006,PB200302
SO2002288,I200004739,BEARING                    NJ2314EC3,1,05/06/2020,17000,CUSJ006,PB200302
SO2002288,I200004736,COIL SPRING             VF D1591,16,05/06/2020,1200,CUSJ006,PB200302
SO2002288,I200004740,VIBRATION PAD         IP1003,1,05/06/2020,350,CUSJ006,PB200302
SO2002289,I2G0080026,GUIDE   3B2720B2054,5,05/06/2020,12000,CUSK047,PB200303
SO2003014,I200000112,SPACER          1C6320A2598,2,05/06/2020,2300,CUSM001,PA200313
SO2003014,I2L0010629,SPACER          1C6320A2606,2,05/06/2020,3000,CUSM001,PA200313
SO2003014,I2S0030153,SEAL              1C2300A2003,72,05/06/2020,100,CUSM001,PA200313
SO2003014,I2B0020032,HEX SOCKET FLAT HEAD  9*B15G10X025(SUS304 M10X25),160,05/06/2020,100,CUSM001,PA200313
SO2003065,I2S0180001,SUPPORT                1C6340A2009,1,05/06/2020,30000,CUSM001,PA200339
SO2003069,I2S0030471,SEAL KIT FOR CJT210-FA125A205B-BAB (CB2-44803),1,05/06/2020,15200,CUST055,PA200341
SO2003071,I2S0050041,SKIRT                      ZB 0203(i),1,05/06/2020,4500,CUSS006,PA200343
SO2003142,I2R0030019,V-ROLLER UNIT         SAC60ZB F005,2,05/06/2020,33320,CUSS006,PB200383
SO2003144,I2S0030859,SEAL                    RCT A0298,1,05/06/2020,1800,CUSS006,PA200385
SO2003146,I2B0030002,BRACKET   WA 1471,3,05/06/2020,400,CUSM001,PB200387
SO2003146,I2B0030001,BRACKET   WA 1463,1,05/06/2020,3600,CUSM001,PB200387
SO2003146,I2C0070036,COVER     WF 0914,1,05/06/2020,10000,CUSM001,PB200387
SO2003168,I100007606,ROD                 ZS0198 1200,2,05/06/2020,70000,CUSS006,PA200397
SO2003169,I2A0050014,AXIS                   LI92019 A0011,1,05/06/2020,10000,CUSS006,PA200397
SO2003223,I2F0010001,DUST TUBE  DAB-B T0005,12,05/06/2020,2200,CUST009,PB200426
SO2003230,I2S0030424,SEAL              MU D4136 (ro),1,05/06/2020,6000,CUSS006,PA200430
SO2003242,I2P0040032,PULLEY            BE A0419,2,05/06/2020,14900,CUSI001,PB200437
SO2003252,I200003485,SLIDE RAIL                 SRH15026,4,05/06/2020,2000,CUSS006,PA200442
SO2003253,I2S0010061,SCRAPER                     JSH C5144,2,05/06/2020,9500,CUSS006,PA200442
SO2003260,I2C0020001,CERMET   4x25x8539.22322,8,05/06/2020,5000,CUSM001,PA200445
SO2003263,I2M0020042,CERAMIC MEDIA    VH-T6X5,200,05/06/2020,200,CUSJ003,SS200120
SO2003275,I2F0010020,FILTER BAG               U-6x19TF60-SK-S-E1,24,05/06/2020,1200,CUSY016,PC200448
SO2003276,I2L0010600,LINER                     1B6300A2009,4,05/06/2020,1500,CUST054,PA200449
SO2003276,I2L0010601,LINER                     1C6300A2368,8,05/06/2020,3000,CUST054,PA200449
SO2003276,I2L0010602,LINER                     1C6300A2436,8,05/06/2020,1300,CUST054,PA200449
SO2003276,I200000043,HEX SOCKET   FLAT BOLT     9*B15C12X025(M12X25),76,05/06/2020,40,CUST054,PA200449
SO2005020,I2D0010001,DIAPHRAGM RUBBER PACKING     WWDO-3CCR,2,05/06/2020,6365,CUST055,PA200590
SO2005090,I2B0060006,BLADE (8PCS/SET)         WA 2077,4,05/06/2020,5220,CUSS067,PB200631
SO2002109,I200004832,SEAL KIT     FOR CJT210-FA160A570B-ACD-H-VU,1,06/06/2020,86300,CUSM001,PA200198
SO2003015,I2L0010334,LINER         1C6300A3043,2,06/06/2020,19000,CUSM001,PA200313
SO2003015,I2L0010335,LINER         1C6300A3053,2,06/06/2020,22000,CUSM001,PA200313
SO2006003,I100001831,STAINLESS CUT WIRE  SUS201(0.3MM)(25 KGS/BAG),25,06/06/2020,225,CUSS032,SS200168
SO2006003,I100002867,STAINLESS STEEL CUT WIRE  SUS201 CCW(0.6MM),100,06/06/2020,225,CUSS032,SS200168
SO2002035,I2C0080020,AIR CYLINDER  XCAH-FA-100N-40-HL24575,2,08/06/2020,33060,CUSK013,PA200149
SO2002108,I2B0070034,IMPELLER BEARING UNIT               3A6A4DB0001,1,08/06/2020,368000,CUSM006,PB200197
SO2002134,I2B0080027,BRUSH                         1C2460A2002,1,08/06/2020,12500,CUSA004,PA200213
SO2003032,I2C0070020,BEARING COVER  SHB F0704,2,08/06/2020,4370,CUSK013,PB200325
SO2003055,I2L0010633,LINER         3A6300A2003,4,08/06/2020,20000,CUSM029,PB200335
SO2003056,I2L0010728,LINER         3C7530E2151,2,08/06/2020,9700,CUSM029,PB200335
SO2003084,I2N0010064,NOZZLE            AB-B A1666,2,08/06/2020,900,CUSS015,PB200348
SO2003101,I200004953,SEAL KIT ,1,08/06/2020,14725,CUSK013,PA200363
SO2003102,I2N0030003,NYLON VENT DIA.25X7H(SLIT:0.40MM.)(BLACK),500,08/06/2020,48,CUSK013,PA200363
SO2003150,I2G0030001,RUBBER GLOVE (HOOD)            3D7590B2065,2,08/06/2020,5200,CUSA008,PB200389
SO2003211,I2S0030090,SEAL   FBM F2731,6,08/06/2020,15865,CUST024,PA200418
SO2003244,I2N0010064,NOZZLE          AB-B A1666,2,08/06/2020,900,CUSS015,PB200439
SO2003267,I200005003,SILICON URETHANE FOR BS-80,1,08/06/2020,1000,CUSP022,PB200446
SO2003267,I200005004,TIMING GEAR FOR BS-80,2,08/06/2020,16000,CUSP022,PB200446
SO2003267,I200005005,NON-ASBESTOS GEAR FOR BS-80,1,08/06/2020,800,CUSP022,PB200446
SO2003267,I200005006,LIQUID GASKET FOR BS-80(WITH 20G BOND),1,08/06/2020,650,CUSP022,PB200446
SO2003267,I200005007,GEAR STOP SPRING WASHER FOR BS-80,1,08/06/2020,500,CUSP022,PB200446
SO2003267,I200005008,GEAR LOCK NUT FOR BS-80(RIGHT),1,08/06/2020,500,CUSP022,PB200446
SO2003267,I200005009,GEAR LOCK NUT FOR BS-80(LEFT),1,08/06/2020,500,CUSP022,PB200446
SO2003267,I200005002,URETHANE CORE ASS'Y FOR BS-80,1,08/06/2020,9000,CUSP022,PB200446
SO2005079,I1S0110017,ADVANCE SHOT              AD-6  (20KGS/PACK),2000,08/06/2020,249,CUST014,SZ200161
SO2005104,I2C0060006,CONTROL CAGE            WA 1917,1,08/06/2020,2100,CUST100,PB200640
SO2003027,I2M0040002,HYDRAULIC MOTOR  H100 DD2XJ8MM+KEY,1,09/06/2020,45000,CUSA004,PA200322
SO2003137,I2B0010002,"BE BELT               285X6PX1.5X1.5X16,580L",1,09/06/2020,105840,CUSS006,PB200384
SO2003185,I2L0010056,END LINER                      WA 2591,2,09/06/2020,7500,CUSA006,PB200405
SO2003185,I2L0010050,SIDE LINER                      WA 2025,2,09/06/2020,6300,CUSA006,PB200405
SO2003185,I2C0060004,CONTROL CAGE            WA 1661,1,09/06/2020,2100,CUSA006,
SO2003185,I2L0010178,LINER                               3B7530B0593,2,09/06/2020,2500,CUSA006,PB200405
SO2003254,I2E0050072,CANVAS                    MU D4152,1,09/06/2020,8193,CUSS006,PA200442
SO2006016,I200002994,SAND TUBE   1F1450A2037,1,09/06/2020,111000,CUST024,PA200237
SO2006017,I200002994,SAND TUBE  1F1450A2037,1,09/06/2020,111000,CUST024,PA200237
SO2006018,I1C0160001,CALCIUM CARBONATE     (25KGS/PACK),50,09/06/2020,18,CUSNO36,PC200668
SO2002124,I2M0080015,LOAD CELL AMPLIFIER            LC-240-F,1,10/06/2020,69350,CUSI003,PA200212
SO2002131,I2E0050143,POWER SUPPLY ARM   DH5742K2 (4P600V 100A),2,10/06/2020,33250,CUSI003,PA200212
SO2003050,I2S0040028,DISPLACEMENT SENSO,1,10/06/2020,41800,CUSI006,PA200333
SO2003095,I2F0010070,FILTER BAG  CURRENT MODEL : U-6X35NF50-PH-Z,10,10/06/2020,6370,CUSS006,PC200358
SO2003155,I2C0080100,SHOCK ABSORBER    AA-2X4-F WITH POLY PAD(TANK),1,10/06/2020,139650,CUSI003,PA200392
SO2003222,I2L0010050,SIDE LINER   WA 2025,4,10/06/2020,6300,CUST027,PB200432
SO2003222,I2L0010057,SIDE LINER   WA 2592,4,10/06/2020,4700,CUST027,PB200432
SO2003222,I2L0010058,SIDE LINER   WA 2593,4,10/06/2020,4800,CUST027,PB200432
SO2003229,I2S0030799,SEAL                 2N2300A2015,1,10/06/2020,1300,CUSS006,PA200429
SO2003283,I200003709,IMPELLER COVER                   WA 0433,1,10/06/2020,7600,CUSM050,PB200452
SO2003283,I200004858,IMPELLER COVER                   WA 2492,1,10/06/2020,8075,CUSM050,PB200452
SO2003283,I200004859,IMPELLER COVER                   WA 2493,1,10/06/2020,8075,CUSM050,PB200452
SO2003284,I2C0030010,CHAIN TENSION                NSE-27-60S,1,10/06/2020,6700,CUSN012,PB200453
SO2003292,I1L0060011,LINER         FRE92007 B1002,1,10/06/2020,22407,CUSS006,PA200461
SO2003293,I2A0050013,AXIS              LI92019 A0009,1,10/06/2020,9700,CUSS006,PA200462
SO2004007,I2B0030003,BRACKET       WA 2034,6,10/06/2020,400,CUST003,PB200466
SO2004007,I2L0010049,TOP LINER     WA 2024,3,10/06/2020,4600,CUST003,PB200466
SO2004007,I2C0070012,"COVER          WA 2581(i,ro,ha)",3,10/06/2020,8600,CUST003,PB200466
SO2004007,I2B0060005,BLADE (8PCS/SET)  WA 2075,3,10/06/2020,4800,CUST003,PB200466
SO2004095,I2M0020070,SINTERED MEDIA        V3-A4.5X8 (20KGS/BAG),20,10/06/2020,400,CUSR006,SS200140
SO2004123,I2B0020005,CENTERING BOLT     M16X35(9*B04C16X035H)(12.9),5,10/06/2020,157,CUSS006,PB200529
SO2004146,I2L0010016,TOP LINER              3A7520A0055A,1,10/06/2020,7200,CUSY009,PB200547
SO2004146,I2L0010015,END LINER              3A7520A0054,2,10/06/2020,9900,CUSY009,PB200547
SO2004146,I2C0060007,CONTROL CAGE      WA 2072,1,10/06/2020,2100,CUSY009,PB200547
SO2004146,I2O0010001,RUBBER O-RING      WA 2020,1,10/06/2020,400,CUSY009,PB200547
SO2004146,I2S0030009,SEAL                           WA 1896,1,10/06/2020,500,CUSY009,PB200547
SO2004146,I2D0020005,DISTRIBUTOR            WA 1802,2,10/06/2020,2000,CUSY009,PB200547
SO2004146,I2A0050009,AXIS                           WA 2962,1,10/06/2020,18300,CUSY009,PB200547
SO2004153,I100001639,BRACKET                   VSS 5208,1,10/06/2020,12000,CUSS006,PA200553
SO2004179,I1E0010031,WIRE MESH                    25MESH 550X350,1,10/06/2020,550,CUSS006,PB200567
SO2005029,I1R0030013,ROLLER               MRD90005 A1001(i),2,10/06/2020,9114,CUSS006,PA200596
SO2005030,I1L0010108,LINER                  JSH E5102,2,10/06/2020,23030,CUSS006,PA200596
SO2005031,I1L0010107,LINER               JSH E5101,2,10/06/2020,23030,CUSS006,PA200596
SO2005047,I2B0060005,BLADE          WA 2075,1,10/06/2020,4704,CUSS006,PB200606
SO2005057,I2B0060005,BLADE                           WA 2075,2,10/06/2020,4704,CUSS006,PB200613
SO2005058,I2D0020005,DISTRIBUTOR                  WA 1802,2,10/06/2020,1960,CUSS006,PB200613
SO2005097,I2B0060005,BLADE                     WA 2075,3,10/06/2020,4704,CUSS006,PB200634
SO2005106,I2C0060004,CONTROL CAGE            WA 1661,1,10/06/2020,2100,CUSY004,PB200642
SO2005106,I2O0010001,RUBBER O-RING            WA 2020,1,10/06/2020,400,CUSY004,PB200642
SO2005110,I1E0010031,WIRE MESH               25MESH 550X350,1,10/06/2020,550,CUSS006,PB200646
SO2006004,I2L0010049,TOP LINER     WA 2024,2,10/06/2020,4140,CUSS112,PB200664
SO2006006,I1S0110012,STEEL SHOT     S-230 (25 KGS/BAG),450,10/06/2020,38,CUSS108,SS200167
SO2004115,I1H0060049,HOLDER     SB D0772B(i),5,11/06/2020,330,CUSS069,PB200524
SO2004115,I1H0060051,HOLDER     SB D0772B(ro),5,11/06/2020,480,CUSS069,PB200524
SO2004115,I1H0060050,HOLDER     SB D0772B(ha),5,11/06/2020,330,CUSS069,PB200524
SO2004115,I1N0020016,NUT            SB D0626(M10),85,11/06/2020,100,CUSS069,PB200524
SO2004115,I2B0020001,BOLT           BE D0182B,85,11/06/2020,100,CUSS069,PB200524
SO2002252,I2C0100013,CANVAS CHUTE           DIA.89X120L,6,12/06/2020,2037,CUSJ004,PB200278
SO2003117,I2L0010011,SIDE LINER      3A7520A0037A,1,12/06/2020,21000,CUSN002,PB200372
SO2003125,I2C0100015,CANVAS CHUTE   DIA.89X450L,10,12/06/2020,3900,CUSJ004,PB200377
SO2003203,I2N0010064,NOZZLE               AB-B A1666,1,12/06/2020,900,CUSS015,PB200412
SO2003288,I2P0040032,PULLEY                 BE A0419,1,12/06/2020,14900,CUST007,PB200457
SO2004002,I2H0030053,WEAR HEAT RESISTANT HOSE             AB-H-075-2,1,12/06/2020,5000,CUSS015,PB200465
SO2004003,I2H0030053,WEAR HEAT RESISTANT HOSE      AB-H-075-2,2,12/06/2020,5000,CUSS015,PB200465
SO2004012,I200001912,FILTER BAG     U-6X19TF60-SK-S-E1,32,12/06/2020,1200,CUSN002,PC200468
SO2004041,I2B0020007,EYE BOLT        9*B24A12X100 (M12X100),2,12/06/2020,250,CUST007,PB200483
SO2004184,I200004045,TABLE                    3C3620E2078,2,12/06/2020,23000,CUSS025,PB200572
SO2004184,I200000893,SPRING PIN           9*W24P08X025(8X25),2,12/06/2020,30,CUSS025,PB200572
SO2006039,I2L0010015,END LINER                   3A7520A0054,1,12/06/2020,9900,CUSS111,PB200686
SO2003180,I2L0010048,END LINER             WA 2023,2,15/06/2020,7500,CUSI001,PB200403
SO2003180,I2L0010050,SIDE LINER             WA 2025,2,15/06/2020,6300,CUSI001,PB200403
SO2003180,I2L0010051,SIDE LINER             WA 2026,2,15/06/2020,5200,CUSI001,PB200403
SO2003180,I2L0010052,SIDE LINER             WA 2027,2,15/06/2020,4400,CUSI001,PB200403
SO2003235,I2D0060003,HAMA DAMPER                 HU-4(500x1000x20t),2,15/06/2020,1900,CUSJ004,PB200433
SO2004076,I2S0090001,STOPPER                   3A4520A0002,2,15/06/2020,2975,CUSS025,PB200504
SO2004076,I2B0020005,CENTERING BOLT    M16X35(9*B04C16X035H)(12.9),3,15/06/2020,136,CUSS025,PB200504
SO2005103,I2L0010048,END LINER                    WA 2023,4,15/06/2020,7500,CUSO001,PB200639
SO2005103,I2L0010049,TOP LINER                     WA 2024,4,15/06/2020,4600,CUSO001,PB200639
SO2005103,I2D0020005,DISTRIBUTOR                WA 1802,12,15/06/2020,2000,CUSO001,PB200639
SO2005103,I2C0060004,CONTROL CAGE          WA 1661,12,15/06/2020,2100,CUSO001,PB200639
SO2005103,I2B0060005,BLADE( 8 PCS /SET )        WA 2075,12,15/06/2020,4800,CUSO001,PB200639
SO2005103,I2L0010048,END LINER                   WA 2023,4,15/06/2020,7500,CUSO001,PB200639
SO2005103,I2L0010049,TOP LINER                    WA 2024,2,15/06/2020,4600,CUSO001,PB200639
SO2006002,I1R0060006,STOP RING     20(S20),20,15/06/2020,20,CUST009,PB200659
SO2006013,I2C0060004,CONTROL CAGE     WA 1661,2,15/06/2020,2100,CUSY004,PB200667
SO2006013,I2B0060005,BLADE                      WA 2075,3,15/06/2020,4800,CUSY004,PB200667
SO2006013,I2O0010001,RUBBER O-RING     WA 2020,2,15/06/2020,400,CUSY004,PB200667
SO2006013,I2S0030009,SEAL                          WA 1896,3,15/06/2020,500,CUSY004,PB200667
SO2006013,I2B0020007,EYE BOLT                  9*B24A12X100 (M12X100),6,15/06/2020,250,CUSY004,PB200667
SO2006013,I2B0020017,EYE BOLT                   9*B24A12X060(M12X60),3,15/06/2020,170,CUSY004,PB200667
SO2006038,I2L0010015,END LINER            3A7520A0054,2,15/06/2020,9900,CUSO001,PB200685
SO2006038,I2L0010016,TOP LINER            3A7520A0055A,2,15/06/2020,7200,CUSO001,PB200685
SO2006040,I2D0020005,DISTRIBUTOR               WA 1802,12,15/06/2020,2000,CUSO001,PB200687
SO2006040,I2C0060004,CONTROL CAGE           WA 1661,12,15/06/2020,2100,CUSO001,PB200687
SO2006040,I2B0060005,BLADE ( 8PCS/SET)       WA 2075,12,15/06/2020,4800,CUSO001,PB200687
SO1912121,I2L0010015,END LINER           3A7520A0054,6,16/06/2020,9900,CUST054,PB192006
SO2003187,I2R0030001,ROLLER RUBBER   3B7590E2030,2,16/06/2020,27500,CUSA005,PB200407
SO2005121,I1S0100038,SHAFT(LONG)              TDC-130CS-346-A1001,1,16/06/2020,9300,CUSK025,PC200653
SO2006043,I1S0110020,STEEL SHOT                   S-390(SB-12),2000,16/06/2020,30,CUSA005,SS200169
SO2005117,I100010568,AIR CYLINDER ,1,17/06/2020,16500,CUST069,PA200651
SO2006044,I1C0160001,CALCIUM CARBONATE  (25KGS/BAG),1800,17/06/2020,13,CUSA002,PC200690
SO2006051,I1S0110008,STEEL SHOT              S-460  (25KGS/BAG),1500,17/06/2020,30,CUSS012,SS200172
SO2006052,I1S0110003,BRITE SHOT           AZ-8S (20 KGS/BAG),600,18/06/2020,235,CUSK007,SZ200173
SO2006063,I1C0160001,CALCIUM CARBONATE  (25KGS/PACK),500,18/06/2020,18,CUSD005,PC200702
SO2003112,I2P0020019,RING PLATE      WSR2 T0055,1,19/06/2020,73000,CUSO001,PB200367
SO2003112,I2L0010111,SIDE LINER        WSR2 T0056,1,19/06/2020,77400,CUSO001,PB200367
SO2003281,I100010526,SUCTION DUCT FOR SHB-0G,1,19/06/2020,425000,CUSA013,EB190013
SO2004062,I2L0010015,END LINER             3A7520A0054,2,19/06/2020,9900,CUSNO36,PB200496
SO2004062,I2L0010016,TOP LINER              3A7520A0055A,2,19/06/2020,7200,CUSNO36,PB200496
SO2004062,I2C0010003,CARTRIDGE FILTER    FXN-4080CG-002ET,9,19/06/2020,12000,CUSNO36,PB200496
SO2004064,I200004979,LEVEL SWITCH              9K90B00002040(LT3-S2),1,19/06/2020,14900,CUSS003,PB200498
SO2004066,I200004980,BRACKET   3A6150C2001,2,19/06/2020,4200,CUSY004,PB200499
SO2004066,I2B0070058,BEARING UNIT  9*S42*08N(UCF208) OILLESS,1,19/06/2020,1500,CUSY004,PB200499
SO2004066,I200001041,DUST SEAL   9*S72V050(DKI50X62X7X10),2,19/06/2020,210,CUSY004,PB200499
SO2004111,I100009226,PULLEY FOR HEAD WING ( SHAFT DIA.45MM),1,19/06/2020,28500,CUSNO28,PB200523
SO2004111,I100009227,PULLEY FOR TAIL WING ( SHAFT DIA.40 MM),1,19/06/2020,29300,CUSNO28,PB200523
SO2004111,I1B0070026,BEARING UNIT             UCF208(9*S42*08N),2,19/06/2020,750,CUSNO28,PB200523
SO2004111,I100009870,BEARING UNIT             UCT207,2,19/06/2020,750,CUSNO28,PB200523
SO2004111,I100009871,ROLLER(CARRIER)       DIA.60X190L,24,19/06/2020,2200,CUSNO28,PB200523
SO2004111,I100009872,RETURN ROLLER FOR RUBBER CONVEYOR,5,19/06/2020,4500,CUSNO28,PB200523
SO2004111,I100009874,SNUB ROLLER FOR RUBBER CONVEYOR,2,19/06/2020,26700,CUSNO28,PB200523
SO2004141,I2S0110003,PLASTIC SHOT    PSU80 (RESIN SHOT),60,19/06/2020,680,CUSB004,SS200144
SO2004142,I2C0220006,LIQUID COMPOUND    GLA-2,36,19/06/2020,320,CUSJ003,SS200145
SO2006068,I1C0160001,CALCIUM CARBONATE (25KGS/PACK),600,19/06/2020,17,CUSR010,PC200706
SO2002001,I2C0080017,HYDRAULIC  CYLINDER,1,22/06/2020,121600,CUSK013,PA200128
SO2002118,I2G0080112,LM GUIDE               9-1732-A400,1,22/06/2020,292600,CUSI003,PA200209
SO2002136,I2B0110002,BRAKE UNIT           4P5L5BA0027,1,22/06/2020,133000,CUST055,PA200215
SO2003088,I2B0050020,BUSHING      1C1600A2021,2,22/06/2020,9690,CUSK013,PA200352
