InvoiceNo,ItemNo,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
IV2002108,I0070034,TEST 354,1,08/06/2020," 368,000.00 ",CUS006
IV2002134,I0080027,TEST 355,1,08/06/2020," 12,500.00 ",CUS004
IV2003032,I0070020,TEST 356,2,08/06/2020," 4,370.00 ",CUS013
IV2003055,I0010633,TEST 357,4,08/06/2020," 20,000.00 ",CUS029
IV2003056,I0010728,TEST 358,2,08/06/2020," 9,700.00 ",CUS029
IV2003084,I0010064,TEST 359,2,08/06/2020, 900.00 ,CUS015
IV2003101,I00004953,TEST 360,1,08/06/2020," 14,725.00 ",CUS013
IV2003102,I0030003,TEST 361,500,08/06/2020, 47.50 ,CUS013
IV2003150,I0030001,TEST 362,2,08/06/2020," 5,200.00 ",CUS008
IV2003211,I0030090,TEST 363,6,08/06/2020," 15,865.00 ",CUS024
IV2003244,I0010064,TEST 364,2,08/06/2020, 900.00 ,CUS015
IV2003267,I00005003,TEST 365,1,08/06/2020," 1,000.00 ",CUS022
IV2003267,I00005004,TEST 366,2,08/06/2020," 16,000.00 ",CUS022
IV2003267,I00005005,TEST 367,1,08/06/2020, 800.00 ,CUS022
IV2003267,I00005006,TEST 368,1,08/06/2020, 650.00 ,CUS022
IV2003267,I00005007,TEST 369,1,08/06/2020, 500.00 ,CUS022
IV2003267,I00005008,TEST 370,1,08/06/2020, 500.00 ,CUS022
IV2003267,I00005009,TEST 371,1,08/06/2020, 500.00 ,CUS022
IV2003267,I00005002,TEST 372,1,08/06/2020," 9,000.00 ",CUS022
IV2005079,I0110017,TEST 373,2000,08/06/2020, 248.50 ,CUS014
IV2005104,I0060006,TEST 374,1,08/06/2020," 2,100.00 ",CUS100
IV2003027,IM0040002,TEST 375,1,09/06/2020," 45,000.00 ",CUS004
IV2003137,I0010002,TEST 376,1,09/06/2020," 105,840.00 ",CUS006
IV2003185,I0010056,TEST 377,2,09/06/2020," 7,500.00 ",CUS006
IV2003185,I0010050,TEST 378,2,09/06/2020," 6,300.00 ",CUS006
IV2003185,I0060004,TEST 379,1,09/06/2020," 2,100.00 ",CUS006
IV2003185,I0010178,TEST 380,2,09/06/2020," 2,500.00 ",CUS006
IV2003254,I0050072,TEST 381,1,09/06/2020," 8,192.80 ",CUS006
IV2006016,I00002994,TEST 382,1,09/06/2020," 111,000.00 ",CUS024
IV2006017,I00002994,TEST 383,1,09/06/2020," 111,000.00 ",CUS024
IV2006018,I0160001,TEST 384,50,09/06/2020, 18.00 ,CUS36
IV2002124,IM0080015,TEST 385,1,10/06/2020," 69,350.00 ",CUS003
IV2002131,I0050143,TEST 386,2,10/06/2020," 33,250.00 ",CUS003
IV2003050,I0040028,TEST 387,1,10/06/2020," 41,800.00 ",CUS006
IV2003095,I0010070,TEST 388,10,10/06/2020," 6,370.00 ",CUS006
IV2003155,I0080100,TEST 389,1,10/06/2020," 139,650.00 ",CUS003
IV2003222,I0010050,TEST 390,4,10/06/2020," 6,300.00 ",CUS027
IV2003222,I0010057,TEST 391,4,10/06/2020," 4,700.00 ",CUS027
IV2003222,I0010058,TEST 392,4,10/06/2020," 4,800.00 ",CUS027
IV2003229,I0030799,TEST 393,1,10/06/2020," 1,300.00 ",CUS006
IV2003283,I00003709,TEST 394,1,10/06/2020," 7,600.00 ",CUS050
IV2003283,I00004858,TEST 395,1,10/06/2020," 8,075.00 ",CUS050
IV2003283,I00004859,TEST 396,1,10/06/2020," 8,075.00 ",CUS050
IV2003284,I0030010,TEST 397,1,10/06/2020," 6,700.00 ",CUS012
IV2003292,I0060011,TEST 398,1,10/06/2020," 22,407.00 ",CUS006
IV2003293,I0050013,TEST 399,1,10/06/2020," 9,700.00 ",CUS006
IV2004007,I0030003,TEST 400,6,10/06/2020, 400.00 ,CUS003
IV2004007,I0010049,TEST 401,3,10/06/2020," 4,600.00 ",CUS003
IV2004007,I0070012,TEST 402,3,10/06/2020," 8,600.00 ",CUS003
IV2004007,I0060005,TEST 403,3,10/06/2020," 4,800.00 ",CUS003
IV2004095,IM0020070,TEST 404,20,10/06/2020, 400.00 ,CUS006
IV2004123,I0020005,TEST 405,5,10/06/2020, 157.00 ,CUS006
IV2004146,I0010016,TEST 406,1,10/06/2020," 7,200.00 ",CUS009
IV2004146,I0010015,TEST 407,2,10/06/2020," 9,900.00 ",CUS009
IV2004146,I0060007,TEST 408,1,10/06/2020," 2,100.00 ",CUS009
IV2004146,I0010001,TEST 409,1,10/06/2020, 400.00 ,CUS009
IV2004146,I0030009,TEST 410,1,10/06/2020, 500.00 ,CUS009
IV2004146,I0020005,TEST 411,2,10/06/2020," 2,000.00 ",CUS009
IV2004146,I0050009,TEST 412,1,10/06/2020," 18,300.00 ",CUS009
IV2004153,I00001639,TEST 413,1,10/06/2020," 12,000.00 ",CUS006
IV2004179,I0010031,TEST 414,1,10/06/2020, 550.00 ,CUS006
IV2005029,I0030013,TEST 415,2,10/06/2020," 9,114.00 ",CUS006
IV2005030,I0010108,TEST 416,2,10/06/2020," 23,030.00 ",CUS006
IV2005031,I0010107,TEST 417,2,10/06/2020," 23,030.00 ",CUS006
IV2005047,I0060005,TEST 418,1,10/06/2020," 4,704.00 ",CUS006
IV2005057,I0060005,TEST 419,2,10/06/2020," 4,704.00 ",CUS006
IV2005058,I0020005,TEST 420,2,10/06/2020," 1,960.00 ",CUS006
IV2005097,I0060005,TEST 421,3,10/06/2020," 4,704.00 ",CUS006
IV2005106,I0060004,TEST 422,1,10/06/2020," 2,100.00 ",CUS004
IV2005106,I0010001,TEST 423,1,10/06/2020, 400.00 ,CUS004
IV2005110,I0010031,TEST 424,1,10/06/2020, 550.00 ,CUS006
IV2006004,I0010049,TEST 425,2,10/06/2020," 4,140.00 ",CUS112
IV2006006,I0110012,TEST 426,450,10/06/2020, 38.00 ,CUS108
IV2004115,I0060049,TEST 427,5,11/06/2020, 330.00 ,CUS069
IV2004115,I0060051,TEST 428,5,11/06/2020, 480.00 ,CUS069
IV2004115,I0060050,TEST 429,5,11/06/2020, 330.00 ,CUS069
IV2004115,I0020016,TEST 430,85,11/06/2020, 100.00 ,CUS069
IV2004115,I0020001,TEST 431,85,11/06/2020, 100.00 ,CUS069
IV2002252,I0100013,TEST 432,6,12/06/2020," 2,037.00 ",CUS004
IV2003117,I0010011,TEST 433,1,12/06/2020," 21,000.00 ",CUS002
IV2003125,I0100015,TEST 434,10,12/06/2020," 3,900.00 ",CUS004
IV2003203,I0010064,TEST 435,1,12/06/2020, 900.00 ,CUS015
IV2003288,I0040032,TEST 436,1,12/06/2020," 14,900.00 ",CUS007
IV2004002,I0030053,TEST 437,1,12/06/2020," 5,000.00 ",CUS015
IV2004003,I0030053,TEST 438,2,12/06/2020," 5,000.00 ",CUS015
IV2004012,I00001912,TEST 439,32,12/06/2020," 1,200.00 ",CUS002
IV2004041,I0020007,TEST 440,2,12/06/2020, 250.00 ,CUS007
IV2004184,I00004045,TEST 441,2,12/06/2020," 23,000.00 ",CUS025
IV2004184,I00000893,TEST 442,2,12/06/2020, 30.00 ,CUS025
IV2006039,I0010015,TEST 443,1,12/06/2020," 9,900.00 ",CUS111
IV2003180,I0010048,TEST 444,2,15/06/2020," 7,500.00 ",CUS001
IV2003180,I0010050,TEST 445,2,15/06/2020," 6,300.00 ",CUS001
IV2003180,I0010051,TEST 446,2,15/06/2020," 5,200.00 ",CUS001
IV2003180,I0010052,TEST 447,2,15/06/2020," 4,400.00 ",CUS001
IV2003235,I0060003,TEST 448,2,15/06/2020," 1,900.00 ",CUS004
IV2004076,I0090001,TEST 449,2,15/06/2020," 2,975.00 ",CUS025
IV2004076,I0020005,TEST 450,3,15/06/2020, 136.00 ,CUS025
IV2005103,I0010048,TEST 451,4,15/06/2020," 7,500.00 ",CUS01
IV2005103,I0010049,TEST 452,4,15/06/2020," 4,600.00 ",CUS01
IV2005103,I0020005,TEST 453,12,15/06/2020," 2,000.00 ",CUS01
IV2005103,I0060004,TEST 454,12,15/06/2020," 2,100.00 ",CUS01
IV2005103,I0060005,TEST 455,12,15/06/2020," 4,800.00 ",CUS01
IV2005103,I0010048,TEST 456,4,15/06/2020," 7,500.00 ",CUS01
IV2005103,I0010049,TEST 457,2,15/06/2020," 4,600.00 ",CUS01
IV2006002,I0060006,TEST 458,20,15/06/2020, 20.00 ,CUS009
IV2006013,I0060004,TEST 459,2,15/06/2020," 2,100.00 ",CUS004
IV2006013,I0060005,TEST 460,3,15/06/2020," 4,800.00 ",CUS004
IV2006013,I0010001,TEST 461,2,15/06/2020, 400.00 ,CUS004
IV2006013,I0030009,TEST 462,3,15/06/2020, 500.00 ,CUS004
IV2006013,I0020007,TEST 463,6,15/06/2020, 250.00 ,CUS004
IV2006013,I0020017,TEST 464,3,15/06/2020, 170.00 ,CUS004
IV2006038,I0010015,TEST 465,2,15/06/2020," 9,900.00 ",CUS01
IV2006038,I0010016,TEST 466,2,15/06/2020," 7,200.00 ",CUS01
IV2006040,I0020005,TEST 467,12,15/06/2020," 2,000.00 ",CUS01
IV2006040,I0060004,TEST 468,12,15/06/2020," 2,100.00 ",CUS01
IV2006040,I0060005,TEST 469,12,15/06/2020," 4,800.00 ",CUS01
IV1912121,I0010015,TEST 470,6,16/06/2020," 9,900.00 ",CUS054
IV2003187,I0030001,TEST 471,2,16/06/2020," 27,500.00 ",CUS005
IV2005121,I0100038,TEST 472,1,16/06/2020," 9,300.00 ",CUS025
IV2006043,I0110020,TEST 473,2000,16/06/2020, 30.00 ,CUS005
IV2005117,I00010568,TEST 474,1,17/06/2020," 16,500.00 ",CUS069
IV2006044,I0160001,TEST 475,1800,17/06/2020, 13.00 ,CUS002
IV2006051,I0110008,TEST 476,1500,17/06/2020, 30.00 ,CUS012
IV2006052,I0110003,TEST 477,600,18/06/2020, 235.00 ,CUS007
IV2006063,I0160001,TEST 478,500,18/06/2020, 18.00 ,CUS005
IV2003112,I0020019,TEST 479,1,19/06/2020," 73,000.00 ",CUS01
IV2003112,I0010111,TEST 480,1,19/06/2020," 77,400.00 ",CUS01
IV2003281,I00010526,TEST 481,1,19/06/2020," 425,000.00 ",CUS013
IV2004062,I0010015,TEST 482,2,19/06/2020," 9,900.00 ",CUS36
IV2004062,I0010016,TEST 483,2,19/06/2020," 7,200.00 ",CUS36
IV2004062,I0010003,TEST 484,9,19/06/2020," 12,000.00 ",CUS36
IV2004064,I00004979,TEST 485,1,19/06/2020," 14,900.00 ",CUS003
IV2004066,I00004980,TEST 486,2,19/06/2020," 4,200.00 ",CUS004
IV2004066,I0070058,TEST 487,1,19/06/2020," 1,500.00 ",CUS004
IV2004066,I00001041,TEST 488,2,19/06/2020, 210.00 ,CUS004
IV2004111,I00009226,TEST 489,1,19/06/2020," 28,500.00 ",CUS28
IV2004111,I00009227,TEST 490,1,19/06/2020," 29,300.00 ",CUS28
IV2004111,I0070026,TEST 491,2,19/06/2020, 750.00 ,CUS28
IV2004111,I00009870,TEST 492,2,19/06/2020, 750.00 ,CUS28
IV2004111,I00009871,TEST 493,24,19/06/2020," 2,200.00 ",CUS28
IV2004111,I00009872,TEST 494,5,19/06/2020," 4,500.00 ",CUS28
IV2004111,I00009874,TEST 495,2,19/06/2020," 26,700.00 ",CUS28
IV2004141,I0110003,TEST 496,60,19/06/2020, 680.00 ,CUS004
IV2004142,I0220006,TEST 497,36,19/06/2020, 320.00 ,CUS003
IV2006068,I0160001,TEST 498,600,19/06/2020, 17.46 ,CUS010
IV2002001,I0080017,TEST 499,1,22/06/2020," 121,600.00 ",CUS013
IV2002118,I0080112,TEST 500,1,22/06/2020," 292,600.00 ",CUS003
IV2002136,I0110002,TEST 501,1,22/06/2020," 133,000.00 ",CUS055
IV2003088,I0050020,TEST 502,2,22/06/2020," 9,690.00 ",CUS013
IV2003088,I0080113,TEST 503,1,22/06/2020," 38,475.00 ",CUS013
IV2003088,I0020014,TEST 504,1,22/06/2020," 60,325.00 ",CUS013
IV2003088,IK0020001,TEST 505,1,22/06/2020," 7,790.00 ",CUS013
IV2003088,I0060094,TEST 506,1,22/06/2020," 38,475.00 ",CUS013
IV2003088,I0070088,TEST 507,1,22/06/2020," 21,375.00 ",CUS013
IV2003088,I0020006,TEST 508,2,22/06/2020, 522.50 ,CUS013
IV2003088,I0020144,TEST 509,4,22/06/2020, 47.50 ,CUS013
IV2003088,I0020133,TEST 510,16,22/06/2020, 19.00 ,CUS013
IV2003088,I0010115,TEST 511,1,22/06/2020, 19.00 ,CUS013
IV2003088,I0030106,TEST 512,3,22/06/2020, 380.00 ,CUS013
IV2003088,I0020029,TEST 513,1,22/06/2020, 522.50 ,CUS013
IV2003088,I0020001,TEST 514,1,22/06/2020, 570.00 ,CUS013
IV2003088,I0030005,TEST 515,2,22/06/2020, 123.50 ,CUS013
IV2003088,I0030006,TEST 516,2,22/06/2020, 190.00 ,CUS013
IV2003088,I0060006,TEST 517,2,22/06/2020, 427.50 ,CUS013
IV2003088,I0060007,TEST 518,2,22/06/2020, 475.00 ,CUS013
IV2003088,I0010005,TEST 519,2,22/06/2020, 61.75 ,CUS013
IV2003104,IM0040013,TEST 520,2,22/06/2020," 31,730.00 ",CUS003
IV2003129,I0010083,TEST 521,1,22/06/2020," 77,900.00 ",CUS002
IV2003129,II0020005,TEST 522,1,22/06/2020," 52,250.00 ",CUS002
IV2003129,II0020004,TEST 523,1,22/06/2020," 52,250.00 ",CUS002
IV2003129,I0030838,TEST 524,1,22/06/2020, 579.50 ,CUS002
IV2003129,I0030870,TEST 525,1,22/06/2020, 855.00 ,CUS002
IV2003129,I0030871,TEST 526,1,22/06/2020," 1,140.00 ",CUS002
IV2003177,I0010126,TEST 527,2,22/06/2020," 29,000.00 ",CUS054
IV2003177,I0010127,TEST 528,2,22/06/2020," 25,500.00 ",CUS054
IV2003177,I0010128,TEST 529,2,22/06/2020," 7,800.00 ",CUS054
IV2003177,I0010129,TEST 530,2,22/06/2020," 14,000.00 ",CUS054
IV2003177,I0010130,TEST 531,2,22/06/2020," 18,500.00 ",CUS054
IV2003177,I0010131,TEST 532,2,22/06/2020," 24,000.00 ",CUS054
IV2003177,I0010014,TEST 533,4,22/06/2020, 15.00 ,CUS054
IV2003177,I0020033,TEST 534,6,22/06/2020, 50.00 ,CUS054
IV2003177,I0060016,TEST 535,2,22/06/2020," 4,500.00 ",CUS054
IV2003177,I0060017,TEST 536,2,22/06/2020," 4,000.00 ",CUS054
IV2003177,I0060018,TEST 537,2,22/06/2020," 4,100.00 ",CUS054
IV2003177,I0060019,TEST 538,4,22/06/2020," 3,000.00 ",CUS054
IV2003177,I0020032,TEST 539,870,22/06/2020, 100.00 ,CUS054
IV2003177,I0030075,TEST 540,350,22/06/2020, 70.00 ,CUS054
IV2003177,I0010132,TEST 541,2,22/06/2020," 13,500.00 ",CUS054
IV2003177,I0010133,TEST 542,2,22/06/2020," 26,000.00 ",CUS054
IV2003177,I0010134,TEST 543,2,22/06/2020," 26,000.00 ",CUS054
IV2003177,I0060013,TEST 544,2,22/06/2020," 4,600.00 ",CUS054
IV2003177,I0060014,TEST 545,2,22/06/2020," 4,600.00 ",CUS054
IV2003177,I0060015,TEST 546,2,22/06/2020," 4,600.00 ",CUS054
IV2003217,I0020007,TEST 547,20,22/06/2020, 500.00 ,CUS001
IV2003217,I0040026,TEST 548,2,22/06/2020," 8,500.00 ",CUS001
IV2003217,I0040026,TEST 549,1,22/06/2020," 7,000.00 ",CUS001
IV2003217,I0010054,TEST 550,1,22/06/2020," 2,200.00 ",CUS001
IV2003217,I0010055,TEST 551,2,22/06/2020," 2,300.00 ",CUS001
IV2003217,I0010059,TEST 552,1,22/06/2020," 5,000.00 ",CUS001
IV2003217,I0010060,TEST 553,10,22/06/2020," 1,000.00 ",CUS001
IV2003221,I0030183,TEST 554,2,22/06/2020," 4,900.00 ",CUS054
IV2003221,I0050011,TEST 555,2,22/06/2020," 41,000.00 ",CUS054
IV2004031,I00000934,TEST 556,1,22/06/2020," 21,150.00 ",CUS013
IV2004032,I0010004,TEST 557,1,22/06/2020," 30,600.00 ",CUS013
IV2004039,I0010062,TEST 558,1,22/06/2020," 30,500.00 ",CUS007
IV2004039,I0040003,TEST 559,89,22/06/2020, 200.00 ,CUS007
IV2004039,I0020002,TEST 560,178,22/06/2020, 100.00 ,CUS007
IV2004039,I0020001,TEST 561,4,22/06/2020, 100.00 ,CUS007
IV2004039,I0020001,TEST 562,4,22/06/2020, 130.00 ,CUS007
IV2004039,I0010001,TEST 563,4,22/06/2020, 80.00 ,CUS007
IV2004042,I0080067,TEST 564,1,22/06/2020," 18,000.00 ",CUS025
IV2004054,I0010135,TEST 565,1,22/06/2020," 26,700.00 ",CUS054
IV2004054,I0010136,TEST 566,1,22/06/2020," 26,700.00 ",CUS054
IV2004054,I0010137,TEST 567,1,22/06/2020," 17,500.00 ",CUS054
IV2004054,I0010138,TEST 568,1,22/06/2020," 18,300.00 ",CUS054
IV2004054,I0060020,TEST 569,2,22/06/2020," 4,500.00 ",CUS054
IV2004054,I0060021,TEST 570,1,22/06/2020," 4,300.00 ",CUS054
IV2004054,I0060022,TEST 571,1,22/06/2020," 4,300.00 ",CUS054
IV2004073,I00001911,TEST 572,1,22/06/2020," 5,900.00 ",CUS025
IV2004081,I0010018,TEST 573,2,22/06/2020," 1,200.00 ",CUS001
IV2004081,I0010017,TEST 574,3,22/06/2020," 1,000.00 ",CUS001
IV2004087,I0010001,TEST 575,10,22/06/2020, 360.00 ,CUS006
IV2004087,I0030009,TEST 576,10,22/06/2020, 450.00 ,CUS006
IV2004087,I0070006,TEST 577,2,22/06/2020," 11,970.00 ",CUS006
IV2004087,I0030010,TEST 578,10,22/06/2020, 657.00 ,CUS006
IV2004087,I0030002,TEST 579,10,22/06/2020, 360.00 ,CUS006
IV2004147,I0030627,TEST 580,2,22/06/2020," 11,800.00 ",CUS025
IV2004147,I0030695,TEST 581,1,22/06/2020," 11,900.00 ",CUS025
IV2004148,I0010012,TEST 582,4,22/06/2020," 2,500.00 ",CUS025
IV2004148,I0020007,TEST 583,24,22/06/2020, 500.00 ,CUS025
IV2004149,I0010056,TEST 584,3,22/06/2020," 12,900.00 ",CUS025
IV2004149,I0020044,TEST 585,6,22/06/2020, 450.00 ,CUS025
IV2004150,I0010056,TEST 586,1,22/06/2020," 12,900.00 ",CUS025
IV2005018,I0030149,TEST 587,1,22/06/2020," 15,000.00 ",CUS001
IV2005018,I00005178,TEST 588,1,22/06/2020," 16,000.00 ",CUS001
IV2005053,I0050005,TEST 589,1000,22/06/2020, 50.00 ,CUS054
IV2006045,I0110009,TEST 590,500,22/06/2020, 45.00 ,CUS105
IV2006061,II0020001,TEST 591,1,22/06/2020," 470,000.00 ",CUS055
IV2006065,I0030008,TEST 592,2,22/06/2020," 10,300.00 ",CUS018
IV1908140,I00003574,TEST 593,2,23/06/2020," 63,900.00 ",CUS001
IV1908140,I00003578,TEST 594,1,23/06/2020," 351,000.00 ",CUS001
IV1908140,I00003579,TEST 595,1,23/06/2020, 225.00 ,CUS001
IV1908140,I00003580,TEST 596,1,23/06/2020," 1,440.00 ",CUS001
IV1908140,I00003581,TEST 597,1,23/06/2020," 38,250.00 ",CUS001
IV1908140,I00000783,TEST 598,1,23/06/2020," 16,830.00 ",CUS001
IV1908140,I00000748,TEST 599,1,23/06/2020," 13,500.00 ",CUS001
IV1908140,I00003586,TEST 600,1,23/06/2020," 52,200.00 ",CUS001
IV1908140,I00003587,TEST 601,1,23/06/2020," 131,400.00 ",CUS001
IV1908140,I0070172,TEST 602,1,23/06/2020, 315.00 ,CUS001
IV1908140,I00003583,TEST 603,2,23/06/2020," 30,150.00 ",CUS001
IV1908140,I00003584,TEST 604,1,23/06/2020," 302,400.00 ",CUS001
IV1908140,I0070013,TEST 605,1,23/06/2020, 135.00 ,CUS001
IV1908140,I0020002,TEST 606,1,23/06/2020," 1,170.00 ",CUS001
IV1908140,I00003585,TEST 607,1,23/06/2020," 24,300.00 ",CUS001
IV1908140,I00000785,TEST 608,1,23/06/2020," 7,650.00 ",CUS001
IV1908140,I00000784,TEST 609,2,23/06/2020," 10,350.00 ",CUS001
IV1908140,I00003582,TEST 610,1,23/06/2020," 82,350.00 ",CUS001
IV1908140,I0100052,TEST 611,1,23/06/2020," 13,140.00 ",CUS001
IV1908140,I0110006,TEST 612,1,23/06/2020," 46,800.00 ",CUS001
IV1908140,I0070171,TEST 613,1,23/06/2020, 450.00 ,CUS001
IV1908141,I0120003,TEST 614,1,23/06/2020," 128,700.00 ",CUS001
IV1908141,II0030001,TEST 615,1,23/06/2020," 175,500.00 ",CUS001
IV1908141,I00002947,TEST 616,1,23/06/2020," 17,730.00 ",CUS001
IV2002213,I0030075,TEST 617,130,23/06/2020, 70.00 ,CUS004
IV2002213,I0010126,TEST 618,2,23/06/2020," 34,500.00 ",CUS004
IV2002213,I00003914,TEST 619,1,23/06/2020," 9,500.00 ",CUS004
IV2002213,I00003915,TEST 620,1,23/06/2020," 8,500.00 ",CUS004
IV2002213,I0010127,TEST 621,2,23/06/2020," 30,300.00 ",CUS004
IV2002213,I00003912,TEST 622,1,23/06/2020," 9,500.00 ",CUS004
IV2002213,I0060017,TEST 623,2,23/06/2020," 4,700.00 ",CUS004
IV2002213,I0060018,TEST 624,2,23/06/2020," 4,900.00 ",CUS004
IV2002213,I00004721,TEST 625,4,23/06/2020," 7,000.00 ",CUS004
IV2002213,I0030075,TEST 626,160,23/06/2020, 70.00 ,CUS004
IV2002213,I0010130,TEST 627,2,23/06/2020," 22,300.00 ",CUS004
IV2002213,I00004717,TEST 628,2,23/06/2020," 30,000.00 ",CUS004
IV2002213,I00004718,TEST 629,2,23/06/2020," 17,500.00 ",CUS004
IV2002213,I00004719,TEST 630,2,23/06/2020," 29,500.00 ",CUS004
IV2002213,I00004720,TEST 631,2,23/06/2020," 7,500.00 ",CUS004
IV2002213,I00004722,TEST 632,2,23/06/2020," 5,500.00 ",CUS004
IV2002213,I00003913,TEST 633,1,23/06/2020," 10,000.00 ",CUS004
IV2002213,I0060013,TEST 634,2,23/06/2020," 5,500.00 ",CUS004
IV2002213,I0060015,TEST 635,2,23/06/2020," 5,500.00 ",CUS004
IV2002213,I00004715,TEST 636,1,23/06/2020," 37,500.00 ",CUS004
IV2002213,I00004716,TEST 637,1,23/06/2020," 8,500.00 ",CUS004
IV2002213,I0010129,TEST 638,2,23/06/2020," 16,400.00 ",CUS004
IV2003087,I0060015,TEST 639,4,23/06/2020," 2,700.00 ",CUS002
IV2003087,I00004187,TEST 640,4,23/06/2020," 6,200.00 ",CUS002
IV2003087,I0020004,TEST 641,4,23/06/2020," 2,000.00 ",CUS002
IV2003087,I0010032,TEST 642,2,23/06/2020," 7,100.00 ",CUS002
IV2003087,I0010033,TEST 643,2,23/06/2020," 6,000.00 ",CUS002
IV2003087,I00002669,TEST 644,2,23/06/2020," 6,200.00 ",CUS002
IV2003087,I00002670,TEST 645,2,23/06/2020," 6,200.00 ",CUS002
IV2003126,I0080221,TEST 646,1,23/06/2020," 14,000.00 ",CUS004
IV2003210,I0010066,TEST 647,1,23/06/2020," 237,500.00 ",CUS006
IV2004016,I0090007,TEST 648,1,23/06/2020," 11,600.00 ",CUS004
IV2004038,I0010987,TEST 649,1,23/06/2020," 9,200.00 ",CUS133
IV2004038,I0010988,TEST 650,1,23/06/2020," 5,500.00 ",CUS133
IV2004038,I0010989,TEST 651,1,23/06/2020," 9,500.00 ",CUS133
IV2004038,I00004281,TEST 652,1,23/06/2020," 5,000.00 ",CUS133
IV2004038,I00000513,TEST 653,1,23/06/2020," 24,200.00 ",CUS133
IV2004038,I00000514,TEST 654,1,23/06/2020," 3,800.00 ",CUS133
IV2004038,I00004268,TEST 655,1,23/06/2020," 14,000.00 ",CUS133
IV2004051,I0010913,TEST 656,4,23/06/2020," 9,600.00 ",CUS008
IV2004055,I00005018,TEST 657,2,23/06/2020," 9,800.00 ",CUS133
IV2004055,I00005019,TEST 658,2,23/06/2020," 12,000.00 ",CUS133
IV2004055,I0011166,TEST 659,5,23/06/2020," 16,500.00 ",CUS133
IV2005071,I00002867,TEST 660,350,23/06/2020, 225.00 ,CUS023
IV2006078,I0060006,TEST 661,4,23/06/2020," 5,220.00 ",CUS016
IV2001023,I0080267,TEST 662,1,24/06/2020," 190,000.00 ",CUS006
IV2003170,I0080087,TEST 663,1,24/06/2020," 98,537.04 ",CUS006
IV2003193,I0040054,TEST 664,1,24/06/2020," 33,500.00 ",CUS006
IV2003194,I0040053,TEST 665,1,24/06/2020," 12,000.00 ",CUS006
IV2003195,I0020035,TEST 666,1,24/06/2020," 14,700.00 ",CUS006
IV2003196,I0060036,TEST 667,1,24/06/2020," 1,470.00 ",CUS006
IV2004060,I0080065,TEST 668,1,24/06/2020," 69,090.00 ",CUS006
IV2004061,I00000818,TEST 669,1,24/06/2020," 30,500.00 ",CUS006
IV2004084,I00005023,TEST 670,1,24/06/2020," 39,000.00 ",CUS006
IV2004085,I00005024,TEST 671,1,24/06/2020," 39,000.00 ",CUS006
IV2006062,I0040006,TEST 672,300,24/06/2020, 150.00 ,CUS001
IV2004154,I00005000,TEST 673,2,25/06/2020," 21,600.00 ",CUS022
IV2004154,I00005001,TEST 674,2,25/06/2020," 14,400.00 ",CUS022
IV2004151,I0030776,TEST 675,3,26/06/2020," 14,000.00 ",CUS006
IV2005035,I0010087,TEST 676,36,26/06/2020," 1,450.00 ",CUS133
IV2006109,I00004723,TEST 677,1,29/06/2020," 93,000.00 ",CUS006
IV2006109,I00004724,TEST 678,1,29/06/2020," 1,700.00 ",CUS006
IV2006109,I00004725,TEST 679,1,29/06/2020," 2,700.00 ",CUS006
IV2006109,I00004726,TEST 680,1,29/06/2020," 1,300.00 ",CUS006
IV2006109,I00004727,TEST 681,1,29/06/2020," 1,800.00 ",CUS006
IV2006109,I00004728,TEST 682,1,29/06/2020," 52,700.00 ",CUS006
IV2006109,I00004729,TEST 683,1,29/06/2020," 22,000.00 ",CUS006
IV2006109,I00004730,TEST 684,1,29/06/2020," 1,200.00 ",CUS006
IV2006109,I00004731,TEST 685,1,29/06/2020," 3,900.00 ",CUS006
IV2006109,I00004732,TEST 686,1,29/06/2020," 9,500.00 ",CUS006
IV2006109,I00004733,TEST 687,1,29/06/2020," 29,000.00 ",CUS006
IV2006106,I0110012,TEST 688,12000,30/06/2020, 25.25 ,CUS047
IV2001015,I0070005,TEST 689,1,01/07/2020," 532,440.00 ",CUS024
IV2004105,I0030010,TEST 690,1,01/07/2020," 6,400.00 ",CUS007
IV2004106,I0090003,TEST 691,1,01/07/2020," 27,100.00 ",CUS007
IV2004106,I0060005,TEST 692,4,01/07/2020," 4,800.00 ",CUS007
IV2004106,I0060004,TEST 693,2,01/07/2020," 2,100.00 ",CUS007
IV2004106,I0020005,TEST 694,2,01/07/2020," 2,000.00 ",CUS007
IV2004106,I0010015,TEST 695,2,01/07/2020," 9,900.00 ",CUS007
IV2004106,I0010016,TEST 696,2,01/07/2020," 7,200.00 ",CUS007
IV2004135,I0080085,TEST 697,1,01/07/2020," 19,800.00 ",CUS006
IV2004140,I0010006,TEST 698,1,01/07/2020," 22,500.00 ",CUS002
IV2004171,I0040043,TEST 699,1,01/07/2020," 76,000.00 ",CUS007
IV2004173,I00004291,TEST 700,12,01/07/2020," 8,800.00 ",CUS047
IV2005134,I0070148,TEST 701,3,01/07/2020," 3,400.00 ",CUS004
IV2006066,I0020005,TEST 702,2,01/07/2020," 2,000.00 ",CUS001
IV2006066,I0060004,TEST 703,5,01/07/2020," 2,100.00 ",CUS001
IV2006066,I0010048,TEST 704,2,01/07/2020," 7,500.00 ",CUS001
IV2006070,I0160001,TEST 705,100,01/07/2020, 18.00 ,CUS108
